contract_type,monthly_charges,support_calls,age,random_noise,time,event
2,92.49700718271131,0,23,0.8476378150694273,253,0
1,78.37803514649578,0,38,-0.9502387211452319,371,1
2,41.47267810938304,0,70,0.0921212820729715,167,0
2,79.55563014396623,2,43,-1.8104228817303614,174,1
0,40.249100096790684,5,73,1.5325330906092762,4,1
0,51.01359175345624,2,18,-1.359066496888782,85,1
0,75.67984921877122,1,34,-0.5148196623973748,117,1
0,78.91732820140372,4,52,1.3383799037639572,79,1
2,34.32302604768613,0,44,-0.2345229260809859,393,1
2,101.61957313548629,1,67,-1.1973976863003002,185,1
0,87.16018834901419,0,67,0.7130732322865353,7,1
1,48.85814693167349,2,19,0.6905324621511849,207,0
0,23.872456106524737,0,53,-0.6331863393652334,233,1
0,65.65286262755706,0,18,-0.5249265207803991,81,1
0,56.6216885841652,4,27,-0.43540897061808626,56,1
0,73.39421371159068,3,48,-0.2070239606860313,51,1
2,59.106500165333,2,74,-1.8929710769218067,402,0
0,20.0,3,79,-0.18142386111809947,11,1
1,58.34959185096525,1,54,1.7839141981831486,31,1
1,60.83142666795061,1,22,-0.8959699672367043,159,1
0,89.00983074322176,0,58,-0.5834935934697638,2,1
2,49.05400976166851,0,63,-1.183617663196396,106,0
2,120.36024020117699,1,70,0.6121619263953538,404,0
0,20.0,1,30,1.2031973581423765,134,1
0,109.33502493407873,0,62,1.180317839177625,39,1
0,63.270430873656856,1,76,-1.2480105888936601,30,1
0,95.78754617030668,2,79,0.49979173049695996,9,1
0,72.394044521762,0,41,1.4337500342142357,57,1
1,104.18666608076407,2,44,0.5096631077101231,124,0
1,58.37914106341566,1,18,0.4784096833437766,164,0
0,37.041387244665636,2,66,-0.47164257863515857,5,0
0,112.61512861813189,1,37,0.22010982379366362,50,1
2,66.59558062353577,2,25,1.2363181797064053,50,1
0,76.64675420872632,0,20,0.32820896842876396,196,0
0,107.04255742134384,1,66,-1.2482747560297265,3,1
0,39.04134273716696,1,49,-0.4560416742859714,245,0
2,87.86472692917772,4,76,1.2092795388889936,213,0
0,52.30315730611328,1,61,0.32474332035109527,22,1
1,66.03491933066884,2,74,0.11906207824307634,190,1
1,72.16836896152867,1,74,-0.5540155332467,248,0
0,24.993344156591917,1,42,1.188599180534435,58,1
1,46.63488871538696,1,42,1.662412597822257,179,1
0,110.53218677239417,3,67,1.263189123018033,4,1
1,96.58573565754386,1,31,1.4425916214453727,315,1
1,68.12081268018295,1,79,-0.35870624076616664,43,1
1,77.29370375538679,0,60,-0.5001690973739038,597,0
0,61.17272483090627,1,44,-0.15634517349918595,277,1
2,110.69750157483946,1,65,0.0385732419762537,6,0
0,63.98942266617508,2,49,1.4310197801252555,8,1
0,76.95526276404544,2,44,1.1658867394684167,52,1
0,104.38090432426195,1,21,0.5384693872544943,7,1
1,46.678855454622806,3,67,-1.431186765846887,218,1
1,116.76367553490681,0,56,-1.6880218445968753,106,0
0,24.086157707698696,0,28,0.2404627448017032,115,0
1,118.88926393338396,1,65,0.8802632056007167,571,1
0,58.81973248144077,3,65,-0.0795670489861375,82,1
1,62.71903756524155,1,20,1.914904504978405,158,1
0,20.0,4,42,-1.0824410437804357,50,1
1,56.356158478669215,0,72,-1.208351949495599,6,1
0,38.80580406919347,1,41,-0.6642809744743209,70,1
2,51.77060963879582,2,26,-0.7022972131912357,443,1
0,65.88067102633362,0,25,0.5262858686819794,2,0
0,98.73374843418716,0,56,-0.4217118518435028,59,1
0,76.22810054201878,0,48,-1.5478404612786616,150,1
2,79.23029960203341,0,74,0.8915784566951168,247,0
2,37.13441833463313,0,76,-1.7599519260721297,530,0
0,43.5773773119181,1,34,-1.0712182230107092,175,1
1,123.96175055053936,2,60,-1.6227065707438688,60,1
2,47.9439689571026,3,48,0.20712127707087358,566,0
1,119.68624756171886,3,21,0.18604771215121202,82,0
1,62.70816403357401,3,21,1.9164543210163532,199,1
0,102.1109548068979,1,25,1.4416461833422005,22,1
2,108.1567726581597,2,59,0.2886096512984931,584,0
2,66.67562319162738,1,66,-0.9769318210905635,390,0
1,58.35270839435383,1,23,0.1281076019934963,293,1
0,68.32238654433361,1,26,0.5924210073873067,21,1
0,80.13872584696355,2,59,0.7038073822515748,6,0
1,96.73911060609267,1,25,-0.47241214410834226,75,0
2,70.12689576982454,0,49,0.48878647378239914,436,0
2,88.5665889406946,0,32,-0.9330279708412645,5,0
1,119.15079196812823,2,35,-1.043277594110717,73,1
1,81.43928836794353,0,40,-1.1157847113854849,235,1
0,79.34958568014335,1,22,0.02462598855679703,76,1
0,24.432675247297965,1,67,-1.1778363550763036,70,1
2,20.0,2,44,-0.42474438987100777,621,0
1,81.65127187690504,3,50,0.902916551413958,86,1
0,67.15527306157384,1,19,-1.029129678078305,70,1
0,54.55651975255774,1,76,-0.5043120335043169,90,1
1,77.30590612559034,0,59,0.07163127677616955,422,0
0,68.18788812409275,4,55,0.24688690153226664,26,1
0,103.83340751901696,0,76,-0.499290590805561,29,1
1,72.58332604776933,2,45,0.786860068735157,39,1
1,47.59230144789497,0,41,0.5904523007847245,388,0
1,99.70498716877867,0,68,1.1398566043617029,233,0
0,63.48606775161392,4,38,-0.08160192434705991,1,1
1,85.79610051016921,4,48,-0.5128188094563434,77,0
0,55.67767881421599,4,28,-0.682632022012122,31,1
0,50.505193435076905,1,67,0.3070275179293628,90,1
1,72.52504690557089,3,45,-0.3771557828112729,2,1
1,70.38485930631056,3,65,-0.5691697776807892,307,1
2,84.39481106100499,0,57,-0.4482872642453222,429,0
1,61.940627400707726,0,21,-0.6836904851242519,660,0
1,20.0,3,60,0.19902111276273207,5,1
0,57.01678349234834,1,59,-1.412583182544061,183,1
0,93.81455401431447,4,33,0.3030162924749628,1,1
0,61.078717622706804,2,29,0.6765487604029504,20,1
0,62.60849792456356,0,39,-0.5808791381772977,19,0
2,99.59129517717811,0,52,1.922036939606547,386,1
0,48.64080318223232,1,60,0.017621310976853315,82,1
2,23.715903452713007,1,73,-1.5613429830998886,446,0
1,65.18106641423518,1,33,-0.28124290633667054,226,0
1,55.47478146253789,1,41,0.06265614493579669,116,0
1,41.01261040740238,0,52,0.4489675555702139,528,0
1,64.73864632303928,1,45,-0.2574305241108466,119,1
0,84.7451694174035,1,74,-1.0115702757043907,46,1
0,69.72134315296553,2,59,-1.0949806181122828,9,1
1,79.20943218058713,0,46,-0.6535992851816712,102,0
0,124.4022309554627,3,38,-0.5577753625187629,11,1
0,59.71363415327308,3,65,-1.1349741648992573,70,1
1,78.35045903934008,0,75,-0.7328131611036991,108,0
0,54.723599122025966,2,42,0.6594585244393549,318,0
2,44.60920840339081,5,56,1.6484126076944867,99,1
2,52.45277039746691,2,48,0.7554617138709632,2,1
2,55.637242854349346,0,32,1.3058610861868123,550,0
0,80.78427392641376,3,64,0.9741184682336981,124,1
0,140.47227360102272,0,59,0.8331303283983444,78,1
2,48.51869691172479,1,52,-0.33779626305732835,135,0
0,57.50124083153612,2,55,0.14091087838694719,60,1
2,68.10630960666255,0,75,-0.4206193424560216,328,0
2,81.87396546129241,1,67,-0.219107162333627,12,1
2,77.90652435864355,2,39,0.06816710038658609,8,0
0,108.52287381844351,1,77,0.7135661515790268,116,1
0,20.0,0,22,0.4233233815151238,350,0
2,20.0,1,65,-0.1618292630143563,457,0
0,55.12365483969552,3,30,0.05553874089166623,251,1
0,102.91900562631126,3,49,0.4334636741935265,3,1
1,23.030559051832114,0,20,0.667394438057835,410,0
2,20.0,5,79,-1.5189951632572025,484,0
1,87.13538218657627,4,32,-1.077388963898937,139,1
1,77.30971671108144,2,72,1.1073105339393423,266,0
0,37.29374779601711,0,44,-0.06086956993105802,55,0
1,40.433811978372106,1,69,-0.4240765933669789,273,1
2,40.907688410959764,0,44,-0.2634994729260388,178,1
0,73.3160595242182,1,47,-0.2637053055765539,44,1
1,51.21054171450979,1,23,0.5579377815243737,444,0
2,84.8219175692656,3,42,-1.108016393980767,189,1
1,20.0,1,45,0.024777746496761215,434,0
1,44.29444404616602,0,79,0.24611772945040425,217,1
1,36.218381172668494,1,39,0.3962679165655031,6,1
0,62.309779648825234,2,21,0.22286399621029307,52,1
0,53.858567245295845,0,32,0.5159062303140283,117,0
2,93.935313396873,2,43,-0.5726961510583128,460,1
2,20.0,0,35,-0.9418027323249555,300,0
2,71.36474428992256,1,26,2.4570044432505136,628,0
2,86.75009269635116,1,79,-0.30126468457423644,161,0
1,125.69942309685865,3,69,-0.18445447065456805,11,1
1,55.54702086719574,1,21,0.6778400977178844,419,0
1,79.73375813057551,1,65,1.5960892921942411,200,1
1,20.0,2,67,-0.5445281169346958,719,0
1,20.0,4,22,-0.9988152681895256,76,0
1,95.343231273451,2,62,-1.2421533507916103,35,0
2,69.83319119055788,1,23,1.5931062215029255,33,0
0,105.35538069395268,1,75,-1.0381069864610342,10,1
0,28.797913330907527,0,71,-0.027555936515566763,205,1
0,85.59706418586258,2,68,-0.977284832042969,51,1
1,126.06453521631559,2,29,-1.4483559179583039,256,0
0,82.59116825071797,2,48,-0.292375353093686,13,1
0,78.29744516773147,1,64,-0.9377866663411604,32,1
1,70.2566824247305,2,79,-0.6916284254233128,31,1
0,22.873556286222637,2,26,2.0061050974174037,38,1
1,110.66718807131045,2,24,0.42489610417240287,113,1
0,51.674270805848025,1,46,0.9314695195539889,403,1
0,85.13449769149051,3,31,0.8246595628492529,41,1
2,23.108970802862395,3,68,-0.1008609230790248,645,0
0,34.61621006476659,1,37,-0.4397183593776238,57,1
0,113.05262197666707,3,65,0.24893461186111668,5,1
1,59.58093133126471,2,72,0.16845076993249436,100,1
1,113.59826428127633,4,49,-0.5688054171653081,4,1
0,67.65308022824446,2,76,0.12984783046686063,61,1
1,20.0,3,73,-0.706329706696292,140,1
0,96.76202799195161,1,39,-0.17145793064083975,150,1
0,52.303230467331765,3,53,-0.335283474517337,242,1
1,90.96066440551131,1,61,-1.2688725926057791,154,1
1,70.75632602620246,3,35,-2.35115821311217,246,1
1,23.70645316171389,0,75,-0.9390632499396991,716,0
1,74.92884296111707,0,57,1.804104664586301,139,1
2,135.88669426458398,1,66,-0.3096817820367279,654,0
1,84.78959375543377,2,42,0.7759681608964043,58,1
0,68.2744674098361,1,48,-2.124445143093358,29,0
1,102.26030205870694,0,73,-1.0082860679643277,209,1
0,76.32005395609332,2,52,-1.3544896173623504,29,1
0,76.28602690788384,0,43,-0.20230001008711487,86,1
0,37.25124483522692,3,21,2.4219554805352432,126,1
0,77.01544077368796,2,59,0.4602389432279179,10,1
2,101.06330249250834,2,65,1.6956125332780865,56,1
2,44.918135436999265,1,37,-0.2544367276856635,673,0
1,112.73487463740844,0,51,1.364869373855072,25,1
0,67.24881927564623,0,29,2.0732567066828906,45,0
0,43.36691465384378,1,33,-0.10936906641045824,188,1
0,99.92896230760734,2,76,-0.5392647112273649,60,0
0,61.39617292785192,4,59,-1.3178109369901527,45,1
1,92.78544662458324,3,22,-0.3090602585769696,402,1
1,61.247241032243885,3,78,0.08189667520079116,306,1
1,68.20521569410289,2,61,2.030953617349149,530,0
0,84.80680613002875,1,52,-1.2949739740960864,19,1
2,78.72691172770018,0,61,0.05966189369697816,97,0
1,20.0,2,44,-1.814308121389617,683,0
1,36.36268779716825,0,18,-0.42676282883856803,59,0
1,97.88229954372446,4,51,0.31139535741201874,57,0
0,66.03590233295358,2,60,0.512583152688558,2,1
0,54.28806091685735,0,49,0.5890230796419218,362,1
0,29.24277954227577,0,61,0.3974040328868454,257,0
1,37.60791036172455,1,56,0.580421940096241,117,1
0,20.0,1,50,0.04573912900266335,4,1
0,66.961578438954,2,48,-1.0478663059889717,21,1
0,52.0468725825686,0,77,-1.8516569636800562,36,0
0,41.00236327044054,0,30,-0.5466878217372169,222,1
2,67.9562972449614,1,62,-0.1346154330632297,191,0
1,80.91911892558214,2,19,1.2539317971754804,161,1
0,132.79593796629834,1,47,-0.10060167515618698,149,1
0,24.64349741310359,3,27,-0.1965690342166925,44,1
0,104.78143129901567,1,40,0.38552712684177964,16,1
0,99.19304683045216,1,50,-0.2700119874512021,12,1
0,46.62721781869898,3,56,0.8105419989469383,291,1
0,76.09707863758094,2,62,1.9793336183838781,26,1
0,56.271002519871544,2,73,2.1907855142107007,14,1
1,75.57065741256217,1,76,0.09704062724448921,4,1
1,115.27393040213651,3,46,0.33689236469544814,43,1
0,88.16818697893939,2,47,1.5788561203734834,124,1
0,85.25825119700326,2,51,-0.14996202289627097,44,1
1,57.09072040136073,2,69,0.6791921419241791,345,1
1,25.478300052269944,1,56,-1.1351601296858251,590,0
2,63.74595368378776,2,34,-0.31083914827499803,412,0
1,106.19824464591746,1,39,1.1561146166453071,574,1
0,24.184964302310576,0,22,-0.7181956337876233,93,1
0,38.34731895469915,2,28,-0.12805117872967775,164,0
1,73.78803208702205,1,39,-1.5742096456021195,36,1
0,40.460356454582126,4,49,2.005768294509637,53,1
1,46.22429658654362,2,41,1.2630280698169032,41,0
2,57.29204254815468,1,28,0.18809956615274828,86,0
1,29.03147787429552,0,28,0.5075128720823281,46,0
0,40.776344613508954,0,34,0.39589810694336847,76,1
1,91.10283750361927,2,49,1.3843117530307858,24,1
0,30.77890653307108,1,36,-0.5188000423713724,15,0
1,22.063835965154873,1,44,0.7322676199282319,376,0
2,51.09925061398317,2,49,1.0774164988521733,287,0
0,91.95866507529537,0,78,1.215325970476457,95,1
2,64.09234576009331,4,42,-2.2593708838316977,27,1
2,56.06256765653145,1,45,-0.5992744782651446,349,1
0,71.3307639254682,0,57,-1.019170621301904,107,1
0,20.0,2,69,0.1495882855706858,158,0
0,84.84116961325097,0,44,-2.0160302195142723,272,1
0,81.50305094210933,0,31,-2.045622890945603,56,1
0,57.720745777128364,0,59,2.17009499187626,133,1
1,100.1777353538925,0,74,0.6176893882633404,402,1
0,36.17511703140884,4,56,0.12100924319881162,49,1
0,103.83726979760706,2,19,0.3636726478389822,56,1
2,74.63480996785754,4,34,0.14634092374917987,729,0
0,59.9034223036548,1,18,0.9973506565515259,3,1
2,69.40379093895065,2,62,-0.6324441920639787,514,0
0,66.78205702567175,1,49,0.18661482607356927,8,1
0,106.60848689253152,0,36,0.22742126793771542,68,1
1,37.6996261758696,1,78,-1.0468579584583377,640,0
1,47.12442282560205,2,31,1.2769830590630524,176,0
2,101.08908676217439,2,48,-0.44567673990140944,65,1
1,52.133951944484224,2,75,1.017421669808901,51,0
2,97.01599231994774,1,35,0.11491272637148015,696,0
0,120.98307949026129,1,69,1.633584832409058,6,1
0,57.94614919175099,2,31,-1.0413790885215242,42,1
1,90.44086979725915,0,64,-1.08475880151045,213,0
2,35.389231559804244,0,31,-0.9056955910043086,716,0
2,92.64199894203428,1,41,0.1332955505143741,189,1
0,75.98271957960301,2,22,1.5414683957782052,73,1
0,84.19114846480646,3,33,1.5930936181652504,21,1
1,50.63283783893815,2,22,-2.30996860043844,72,0
0,20.167497532984825,1,71,0.24970716122253878,38,1
2,85.09756194248514,2,30,-3.2129536105150227,433,0
2,20.0,1,77,0.7950317937850347,374,0
0,60.47948523272396,3,33,1.118169414895207,4,1
1,98.2354559925991,1,32,-0.040244274692185604,413,0
1,75.75693207619108,0,48,0.0839815774947546,53,0
0,128.45027934369438,1,22,0.07363889294023972,4,1
2,100.7532745774532,0,38,-0.7844419187412465,214,0
1,50.383048350232706,3,47,0.4317057853214802,52,0
2,70.81940139554317,1,40,-0.23140800165325723,25,1
0,68.57887892366692,2,55,0.9302917092896185,29,1
2,22.53469709961618,1,46,-0.11362693451922978,130,0
0,41.7880325054694,4,30,-0.8610231064882589,33,1
0,53.17717279060419,0,49,-1.5358646708655104,482,1
2,20.0,0,65,-1.8640648250557121,199,0
0,71.42480404754929,2,79,1.3125093439544353,2,1
0,62.527844660408775,1,59,-0.4577893528590192,9,1
2,20.0,2,44,0.3385741900816487,216,0
2,82.12638595831996,1,51,1.7832298917445188,580,0
1,91.47618234072878,1,62,-0.5628043312978913,50,1
1,76.81103436594667,0,66,-0.6274774843811537,130,0
0,60.277954743730895,2,50,-0.1321617523553239,124,1
0,87.74326455255564,1,21,0.029432700419992814,118,1
0,90.40661081430073,0,35,1.8875513502558465,35,1
1,79.22210709159066,2,23,1.5658205940941132,37,0
1,45.26163248695717,2,45,0.6208754159067472,436,0
1,78.29802296533542,1,61,1.449413768996868,441,0
1,105.86441952476437,1,74,-0.17821901256785602,48,0
0,52.1011282416481,2,75,0.29916456718847856,141,1
0,132.93818017397294,1,44,-0.3015136445386949,9,1
0,54.23107198043847,1,79,-1.2903683825796395,26,1
1,70.97221040020409,2,43,1.203874741793595,60,1
0,49.82543211980992,0,73,0.5316987339898607,17,1
2,76.69812507760783,3,37,0.018073473423663822,354,0
0,20.0,2,30,-0.0024678493121753704,96,1
0,53.61874603549836,1,45,-1.5062148709065084,36,1
1,74.06015043676872,5,66,0.33615317011402485,142,1
1,99.83342126526722,1,40,-0.5291126672745058,36,1
0,89.38018561343654,1,27,-0.21771304121749013,10,0
0,20.0,2,68,-0.10465606477910164,7,0
1,131.2620895878364,2,47,-0.6824687690171107,207,1
0,78.85839821862605,0,39,-0.9679183200240504,10,0
2,46.70502578520999,0,22,-1.6123576309253735,273,0
1,74.71383756972823,4,70,-0.1465182790115405,46,0
0,75.28569467508078,1,61,0.6186085476102836,29,0
0,49.994538491453085,0,67,-1.6436341422199503,421,1
2,75.93750002026226,0,79,-0.02404782509982628,662,0
0,51.77583137139078,2,26,0.28114325269156065,2,1
0,57.86914021929932,2,60,-0.9895804037291447,150,1
2,49.411625927347465,3,21,1.4221418115480882,21,0
2,27.019861307810416,1,59,-0.385715369038408,568,0
2,74.37509410646152,2,18,-0.1012596884565111,46,0
1,87.55898309549013,2,51,-0.16126950059797882,137,1
0,85.44650788229117,2,58,-1.770774422591056,28,1
0,94.59775757905703,0,72,1.008752071684044,98,1
1,79.73020630044604,1,43,-0.9555187684192374,34,1
1,54.018235053492894,2,35,-0.23652051540573635,410,0
0,95.18991593293566,0,33,0.5976610012779955,193,0
2,29.27447380474195,0,40,1.460903426144534,470,0
0,42.9798585246256,3,63,-1.0799322818968393,126,1
0,41.07399785730266,2,53,-0.44648358559442713,4,0
0,102.40168177417931,2,43,1.3824186300071535,12,1
0,98.28365542420227,1,19,0.46371387927544694,4,1
0,84.61915711134985,1,61,0.6711713590516084,9,1
0,102.15789595635391,0,69,-1.0511317357761678,43,1
0,43.62151652764035,3,22,-0.37920952992655815,41,1
1,80.45785359582942,1,46,-0.16783543238043075,115,0
1,66.24476714850508,0,79,-0.857894757342974,315,0
1,95.40646311654741,3,21,-1.674569625673907,117,1
2,66.54327302343407,1,64,-0.5104985587635958,645,0
0,58.45171334769756,2,52,1.3542881995844298,15,1
0,86.2272555568297,1,39,0.05917346556049609,232,1
2,96.285075015737,0,66,1.3742909135733763,91,0
0,49.94964415459595,2,25,0.1790209142295196,26,0
2,68.16772985942872,0,61,-0.7647077295879625,217,0
0,38.246780990750416,1,38,1.2776190132317218,136,1
2,20.0,1,25,0.21232614066789893,700,0
0,76.01378894241186,1,75,0.9618388324273973,82,1
2,88.26716068763896,1,69,-1.0683281711205714,256,0
1,77.86200427260177,1,69,1.0387562896145033,70,1
2,20.0,0,22,1.0688892755441985,435,0
0,59.474517097705764,5,38,0.2897671443565355,73,1
1,20.0,0,44,-0.8069220858097825,310,0
2,111.09103322962554,0,55,-0.046008828712611895,505,0
1,37.41836253645742,3,22,0.6112911472382442,545,0
1,107.6621082837969,1,38,0.23457001993653365,146,1
1,98.37608931052436,3,78,0.6010827381077641,367,0
0,42.98228942391815,2,25,1.0122459076529051,101,1
1,36.01645146196765,2,39,-0.6484466533719213,19,0
1,80.51110649159014,1,35,-1.1550756209601392,461,1
2,44.670278884507866,2,21,-0.03753880137224185,172,0
0,73.07453926474622,0,21,-0.3297431588698678,17,1
0,55.51517227579245,1,54,0.7858464131561501,67,0
2,20.0,0,32,-1.074498389658808,140,0
2,20.0,1,55,1.0203818741776796,724,0
0,76.80052745483792,0,44,1.353612109546766,24,1
1,53.15326761008124,1,38,0.00030496426228980426,414,1
0,53.40730549257603,1,65,0.06073612558130447,119,0
0,90.87591517281356,3,63,-0.7675465012301531,149,0
0,105.20326829897334,0,63,-0.5426608989740664,229,1
0,61.823658359145725,0,65,-0.4083366806456837,255,0
1,59.78203879270416,2,76,1.442940067837931,95,1
0,85.00429099341652,1,71,-0.07187078581077398,158,1
2,29.291932909012743,4,73,-1.3221729566400084,170,1
2,76.69459164243091,0,21,0.2553543421120036,315,0
1,86.55657915466462,1,28,0.826290124622276,45,1
1,90.40690625252887,2,36,-0.02541136932159493,234,0
0,20.0,4,74,1.4692134397269894,6,1
2,47.15934190573178,3,36,0.777508667265898,170,1
1,43.652102415296,1,44,-1.0491287298878536,166,1
0,72.99660863227639,1,57,-0.5514328123964021,83,1
2,84.42233739303951,2,59,0.22622628142460888,448,0
2,114.90131222337945,0,45,-1.6661892380266072,689,0
2,55.15103558895781,1,22,0.33635673747061456,97,0
1,55.07282505072359,0,65,-1.7615824272546483,143,1
1,104.49016056636242,1,42,1.0234334555645097,99,1
0,78.89730815590916,0,20,0.9072736847917083,20,1
2,108.02954533563921,4,43,0.5047813609150709,30,1
2,78.66184009029509,1,27,-0.6758783643523114,442,0
0,35.286501438601874,5,41,0.17020282461353894,10,1
0,30.0061493566658,1,79,-0.5133774875146491,282,1
0,23.454632528232132,0,46,-1.0308152774500663,182,0
